Date,Close,InSignal,Entry,ExSignal,Exit,Position,StopLevel,MTM,Equity
2013-12-18,155.1267,,,,,,,0.0,22325.0435
2013-12-19,154.9475,,,,,,,0.0,22325.0435
2013-12-20,155.8487,,,,,,,0.0,22325.0435
2013-12-23,156.6814,,,,,,,0.0,22325.0435
2013-12-24,157.0247,,,,,,,0.0,22325.0435
2013-12-26,157.823,,,,,,,0.0,22325.0435
2013-12-27,157.8145,,,,,,,0.0,22325.0435
2013-12-30,157.7887,,,,,,,0.0,22325.0435
2013-12-31,158.5355,,,,,,,0.0,22325.0435
2014-01-02,157.0162,,,,,,,0.0,22325.0435
2014-01-03,156.9904,PCT-0.005,157.2823,,,141.0,151.4318,-41.1511,22283.8924
2014-01-06,156.5355,,,,,141.0,151.5261,-105.2962,22219.7473
2014-01-07,157.4969,,,PNL,157.4969,141.0,151.6942,30.2612,22355.3047
2014-01-08,157.5312,,,,,,,0.0,22355.3047
2014-01-09,157.6342,,,,,,,0.0,22355.3047
2014-01-10,158.0634,,,,,,,0.0,22355.3047
2014-01-13,155.9603,,,,,,,0.0,22355.3047
2014-01-14,157.6599,PCT-0.005,156.4754,PNL,157.6599,142.0,151.6806,168.2107,22523.5154
2014-01-15,158.5097,,,,,,,0.0,22523.5154
2014-01-16,158.3037,,,,,,,0.0,22523.5154
2014-01-17,157.6342,,,,,,,0.0,22523.5154
2014-01-21,158.0977,,,,,,,0.0,22523.5154
2014-01-22,158.2007,,,,,,,0.0,22523.5154
2014-01-23,156.9045,,,,,,,0.0,22523.5154
2014-01-24,153.5568,PCT-0.005,155.8831,,,144.0,150.4536,-334.9782,22188.5372
2014-01-27,152.8014,,,,,144.0,150.5878,-443.7558,22079.7596
2014-01-28,153.7114,,,,,144.0,150.6654,-312.7302,22210.7852
2014-01-29,152.235,,,,,144.0,150.6654,-525.3318,21998.1836
2014-01-30,153.8487,,,,,144.0,150.6654,-292.9503,22230.5651
2014-01-31,152.9474,,,,,144.0,150.6654,-422.7347,22100.7808
2014-02-03,149.5053,,,STOP_OUT,149.5053,144.0,150.6654,-918.4071,21605.1083
2014-02-04,150.5525,PCT-0.005,150.1748,PNL,150.5525,143.0,145.1431,54.0097,21659.118
2014-02-05,150.3637,,,,,,,0.0,21659.118
2014-02-06,152.3465,,,,,,,0.0,21659.118
2014-02-07,154.235,,,,,,,0.0,21659.118
2014-02-10,154.5182,,,,,,,0.0,21659.118
2014-02-11,156.2093,,,,,,,0.0,21659.118
2014-02-12,156.2866,,,,,,,0.0,21659.118
2014-02-13,157.0934,,,,,,,0.0,21659.118
2014-02-14,157.9604,,,,,,,0.0,21659.118
2014-02-18,158.1492,,,,,,,0.0,21659.118
2014-02-19,157.102,,,,,,,0.0,21659.118
2014-02-20,158.029,PCT-0.005,157.3166,PNL,158.029,137.0,152.1557,97.6084,21756.7264
2014-02-21,157.8488,,,,,,,0.0,21756.7264
2014-02-24,158.7244,,,,,,,0.0,21756.7264
2014-02-25,158.6642,,,,,,,0.0,21756.7264
2014-02-26,158.6728,,,,,,,0.0,21756.7264
2014-02-27,159.5055,,,,,,,0.0,21756.7264
2014-02-28,159.909,,,,,,,0.0,21756.7264
2014-03-03,158.7844,,,,,,,0.0,21756.7264
2014-03-04,161.0163,PCT-0.005,160.3381,PNL,161.0163,135.0,154.9588,91.5481,21848.2745
2014-03-05,161.1622,,,,,,,0.0,21848.2745
2014-03-06,161.5313,,,,,,,0.0,21848.2745
2014-03-07,161.6,,,,,,,0.0,21848.2745
2014-03-10,161.5141,,,,,,,0.0,21848.2745
2014-03-11,160.7158,,,,,,,0.0,21848.2745
2014-03-12,160.7587,,,,,,,0.0,21848.2745
2014-03-13,158.9561,,,,,,,0.0,21848.2745
2014-03-14,158.5097,PCT-0.005,158.6728,,,137.0,152.009,-22.345,21825.9295
2014-03-17,159.9432,,,PNL,159.9432,137.0,152.7714,174.0445,22022.319
2014-03-18,161.0849,,,,,,,0.0,22022.319
2014-03-19,160.2265,,,,,,,0.0,22022.319
2014-03-20,161.1622,PCT-0.005,159.8746,PNL,161.1622,137.0,153.4091,176.3986,22198.7176
2014-03-21,160.5371,,,,,,,0.0,22198.7176
2014-03-24,159.8732,,,,,,,0.0,22198.7176
2014-03-25,160.6319,,,,,,,0.0,22198.7176
2014-03-26,159.4766,,,,,,,0.0,22198.7176
2014-03-27,159.1404,PCT-0.005,159.2869,,,139.0,151.6851,-20.3732,22178.3444
2014-03-28,159.925,,,PNL,159.925,139.0,152.5802,88.6848,22287.4024
2014-03-31,161.2354,,,,,,,0.0,22287.4024
2014-04-01,162.3045,,,,,,,0.0,22287.4024
2014-04-02,162.8477,,,,,,,0.0,22287.4024
2014-04-03,162.6322,,,,,,,0.0,22287.4024
2014-04-04,160.7095,,,,,,,0.0,22287.4024
2014-04-07,158.9335,PCT-0.005,160.3216,,,139.0,151.9281,-192.9463,22094.4561
2014-04-08,159.5888,,,,,139.0,152.1305,-101.8596,22185.5428
