+------------+--------+----------+--------+----------+--------+----------+-----------+----------+----------+
|    Date    |  Close | InSignal |  Entry | ExSignal |   Exit | Position | StopLevel |      MTM |   Equity |
| 2023-04-20 | 411.88 |   LEX    | 411.21 |   PNL    | 411.88 |       77 |    392.78 |    51.59 | 31753.07 |
| 2023-04-21 | 412.20 |          |        |          |        |          |           |          | 31753.07 |
| 2023-04-24 | 412.63 |          |        |          |        |          |           |          | 31753.07 |
| 2023-04-25 | 406.08 |          |        |          |        |          |           |          | 31753.07 |
| 2023-04-26 | 404.36 |          |        |          |        |          |           |          | 31753.07 |
| 2023-04-27 | 412.41 |          |        |          |        |          |           |          | 31753.07 |
| 2023-04-28 | 415.93 |          |        |          |        |          |           |          | 31753.07 |
| 2023-05-01 | 415.51 |   LEX    | 415.47 |   PNL    | 415.51 |       76 |    396.20 |     3.04 | 31756.11 |
| 2023-05-02 | 410.84 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-03 | 408.02 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-04 | 405.13 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-05 | 412.63 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-08 | 412.74 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-09 | 410.93 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-10 | 412.85 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-11 | 412.13 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-12 | 411.59 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-15 | 413.01 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-16 | 410.25 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-17 | 415.23 |          |        |          |        |          |           |          | 31756.11 |
| 2023-05-18 | 419.23 |   LEX    | 414.90 |   PNL    | 419.23 |       76 |    396.87 |   329.08 | 32085.19 |
| 2023-05-19 | 418.62 |   LEX    | 420.17 |          |        |       76 |    398.06 |  -117.80 | 31967.39 |
| 2023-05-22 | 418.79 |          |        |          |        |       76 |    398.86 |  -104.88 | 31980.31 |
| 2023-05-23 | 414.09 |          |        |          |        |       76 |    400.16 |  -462.08 | 31623.11 |
| 2023-05-24 | 411.09 |          |        |          |        |       76 |    400.93 |  -690.08 | 31395.11 |
| 2023-05-25 | 414.65 |          |        |          |        |       76 |    401.98 |  -419.52 | 31665.67 |
| 2023-05-26 | 420.02 |          |        |          |        |       76 |    402.12 |   -11.40 | 32073.79 |
| 2023-05-30 | 420.18 |          |        |   PNL    | 420.18 |       76 |    404.80 |     0.76 | 32085.95 |
