InDate,ExDate,Position,Duration,InSignal,Entry,ExSignal,Exit,DollarBase,Value,TradeRtn,PNL
2005-10-19,2005-10-19,138,0,MA-0.002,85.0334,PNL,86.6834,11768.4123,227.7014,0.0193,1996.1137
2006-05-18,2006-05-25,128,5,MA-0.002,93.0187,PNL,93.2963,11996.1137,35.5243,0.003,2031.638
2006-05-31,2006-05-31,130,0,MA-0.002,92.4855,PNL,93.1356,12031.638,84.5094,0.007,2116.1474
2006-06-13,2006-06-15,134,2,MA-0.002,90.3819,PNL,92.1203,12116.1474,232.946,0.0192,2349.0933
2006-06-19,2006-06-27,134,6,MA-0.002,91.9992,EXPIRY,90.9061,12349.0933,-146.4765,-0.0119,2202.6168
2006-07-17,2006-07-18,134,1,MA-0.002,90.62,PNL,90.9501,12202.6168,44.2379,0.0036,2246.8547
2006-07-21,2006-07-24,133,1,MA-0.002,91.8158,PNL,92.5935,12246.8547,103.4333,0.0084,2350.2881
2007-02-28,2007-02-28,118,0,MA-0.002,104.026,PNL,104.4261,12350.2881,47.2143,0.0038,2397.5024
2007-03-05,2007-03-06,121,1,MA-0.002,102.2032,PNL,103.5147,12397.5024,158.6911,0.0128,2556.1935
2007-03-08,2007-03-08,120,0,MA-0.002,104.1371,PNL,104.2853,12556.1935,17.7853,0.0014,2573.9788
2007-03-12,2007-03-12,120,0,MA-0.002,104.0482,PNL,104.4706,12573.9788,50.6838,0.004,2624.6626
2007-06-08,2007-06-08,113,0,MA-0.002,111.2752,PNL,112.3613,12624.6626,122.7307,0.0097,2747.3933
2007-07-27,2007-08-03,115,5,MA-0.002,110.7312,STOP_OUT,107.4364,12747.3933,-378.9045,-0.0297,2368.4888
2007-08-06,2007-08-06,114,0,MA-0.002,107.7427,PNL,109.237,12368.4888,170.3442,0.0138,2538.8331
2007-08-16,2007-08-16,120,0,MA-0.002,104.4405,PNL,106.1663,12538.8331,207.1046,0.0165,2745.9376
2007-10-22,2007-10-22,114,0,MA-0.002,111.7445,PNL,113.0056,12745.9376,143.7671,0.0113,2889.7047
2007-11-08,2007-11-13,116,3,MA-0.002,111.0914,PNL,111.159,12889.7047,7.8379,0.0006,2897.5426
2007-11-15,2007-11-26,117,6,MA-0.002,110.0255,EXPIRY,105.8067,12897.5426,-493.5953,-0.0383,2403.9473
2007-11-27,2007-11-27,116,0,MA-0.002,106.3997,PNL,107.0228,12403.9473,72.2743,0.0058,2476.2216
2007-12-21,2007-12-21,112,0,MA-0.002,111.2131,PNL,111.7866,12476.2216,64.236,0.0051,2540.4576
2008-01-07,2008-01-15,117,6,MA-0.002,107.0172,EXPIRY,104.2703,12540.4576,-321.3937,-0.0256,2219.064
2008-01-16,2008-01-25,117,6,MA-0.002,103.659,EXPIRY,100.3989,12219.064,-381.4303,-0.0312,1837.6337
2008-01-28,2008-01-28,117,0,MA-0.002,100.565,PNL,102.0592,11837.6337,174.8245,0.0148,2012.4582
2008-01-30,2008-01-31,117,1,MA-0.002,102.3158,PNL,103.6666,12012.4582,158.0404,0.0132,2170.4986
2008-03-07,2008-03-11,124,2,MA-0.002,97.9312,PNL,100.0669,12170.4986,264.8229,0.0218,2435.3215
2008-03-13,2008-03-13,127,0,MA-0.002,97.8105,PNL,99.35,12435.3215,195.5144,0.0157,2630.8359
2008-03-17,2008-03-17,132,0,MA-0.002,95.5164,PNL,96.8219,12630.8359,172.3324,0.0136,2803.1683
2008-03-20,2008-03-20,129,0,MA-0.002,98.6284,PNL,100.1679,12803.1683,198.5991,0.0155,3001.7675
2008-04-16,2008-04-16,127,0,MA-0.002,102.0336,PNL,103.7854,13001.7675,222.4903,0.0171,3224.2578
2008-06-03,2008-06-05,125,2,MA-0.002,105.6435,PNL,106.7659,13224.2578,140.2975,0.0106,3364.5553
2008-06-09,2008-06-17,128,6,MA-0.002,103.793,EXPIRY,102.8147,13364.5553,-125.2241,-0.0094,3239.3312
2008-06-19,2008-06-19,130,0,MA-0.002,101.7378,PNL,101.9426,13239.3312,26.6204,0.002,3265.9516
2008-06-23,2008-07-01,131,6,MA-0.002,100.6766,EXPIRY,97.8489,13265.9516,-370.4282,-0.0279,2895.5234
2008-07-03,2008-07-08,133,2,MA-0.002,96.8809,PNL,96.98,12895.5234,13.1769,0.001,2908.7003
2008-07-10,2008-07-10,136,0,MA-0.002,94.8383,PNL,95.5014,12908.7003,90.1813,0.007,2998.8816
2008-07-14,2008-07-18,136,4,MA-0.002,95.4709,PNL,96.0197,12998.8816,74.6339,0.0057,3073.5155
2008-08-26,2008-08-26,135,0,MA-0.002,96.8123,PNL,97.0943,13073.5155,38.071,0.0029,3111.5865
2008-09-05,2008-09-05,139,0,MA-0.002,93.9694,PNL,94.8306,13111.5865,119.7158,0.0091,3231.3023
2008-09-09,2008-09-15,136,4,MA-0.002,96.8733,STOP_OUT,91.5304,13231.3023,-726.6323,-0.0549,2504.67
2008-09-16,2008-09-16,139,0,MA-0.002,89.3277,PNL,93.0624,12504.67,519.1221,0.0415,3023.7921
2008-09-18,2008-09-18,144,0,MA-0.002,89.9756,PNL,91.5152,13023.7921,221.7034,0.017,3245.4955
2008-09-23,2008-09-29,142,4,MA-0.002,92.6428,STOP_OUT,85.3832,13245.4955,-1030.8682,-0.0778,2214.6274
2008-09-30,2008-09-30,140,0,MA-0.002,87.016,PNL,88.9172,12214.6274,266.1613,0.0218,2480.7886
2008-10-03,2008-10-07,144,2,MA-0.002,86.5177,STOP_OUT,76.6823,12480.7886,-1416.2983,-0.1135,1064.4903
2008-10-08,2008-10-13,148,3,MA-0.002,74.7582,PNL,77.6942,11064.4903,434.533,0.0393,1499.0234
2008-10-15,2008-10-20,153,3,MA-0.002,74.7122,PNL,75.7471,11499.0234,158.3422,0.0138,1657.3656
2008-10-22,2008-10-28,163,4,MA-0.002,71.4465,PNL,71.8758,11657.3656,69.976,0.006,1727.3416
2008-11-12,2008-11-13,173,1,MA-0.002,67.6366,PNL,69.8903,11727.3416,389.8969,0.0332,2117.2386
2008-11-17,2008-11-18,182,1,MA-0.002,66.2183,PNL,66.7549,12117.2386,97.663,0.0081,2214.9016
2008-11-20,2008-11-24,198,2,MA-0.002,61.4272,PNL,65.1834,12214.9016,743.7417,0.0609,2958.6433
2008-11-26,2008-11-26,200,0,MA-0.002,64.6238,PNL,68.2038,12958.6433,715.9982,0.0553,3674.6414
2008-12-02,2008-12-02,213,0,MA-0.002,63.9875,PNL,65.3674,13674.6414,293.9118,0.0215,3968.5533
2008-12-23,2008-12-30,206,4,MA-0.002,67.6446,PNL,68.7575,13968.5533,229.2474,0.0164,4197.8007
2009-01-15,2009-01-15,218,0,MA-0.002,65.0093,PNL,65.2257,14197.8007,47.1727,0.0033,4244.9734
2009-01-20,2009-01-27,218,5,MA-0.002,65.0943,PNL,65.3262,14244.9734,50.5438,0.0035,4295.5172
2009-02-18,2009-02-26,231,6,MA-0.002,61.663,EXPIRY,58.4404,14295.5172,-744.4299,-0.0521,3551.0872
2009-02-27,2009-03-09,236,6,MA-0.002,57.1961,EXPIRY,52.6365,13551.0872,-1076.0692,-0.0794,2475.018
2009-03-12,2009-03-12,222,0,MA-0.002,56.1219,PNL,58.3476,12475.018,494.1079,0.0396,2969.1259
2009-05-26,2009-05-26,188,0,MA-0.002,68.7748,PNL,71.0632,12969.1259,430.2084,0.0332,3399.3344
2009-06-17,2009-06-18,187,1,MA-0.002,71.2967,PNL,71.7792,13399.3344,90.2392,0.0067,3489.5736
2009-06-22,2009-06-25,189,3,MA-0.002,71.3393,PNL,72.0751,13489.5736,139.0577,0.0103,3628.6313
2009-07-06,2009-07-06,195,0,MA-0.002,69.6173,PNL,70.2905,13628.6313,131.2663,0.0096,3759.8975
2009-07-10,2009-07-10,200,0,MA-0.002,68.6467,PNL,68.8502,13759.8975,40.7027,0.003,3800.6002
2009-08-18,2009-08-18,178,0,MA-0.002,77.1239,PNL,77.5622,13800.6002,78.024,0.0057,3878.6243
